
+00,+00,-008.290453356967159


-02,+00,+000.494450630381363
-01,+00,-007.557236756666379
+00,+00,-005.976951477277610
+01,+00,-006.871410997579401
+02,+00,-002.074877049600047


-02,+00,-002.509144302187651
-01,+00,-007.259749438161548
+00,+00,+008.337881865431509
+01,+00,-003.752496422388532
+02,+00,-005.827625227031302


-01,-01,-001.851482221055151
-01,+00,-002.487934691578414
-01,+01,-000.010284676617788
+00,-01,+000.269170887476891
+00,+00,+002.348664061690163
+00,+01,-004.524621726684749
+01,-01,+004.564310912621099
+01,+00,-004.456090001408143
+01,+01,+001.945079858255215


-02,+00,+004.765983125574485
-01,+00,+005.956813827482840
+00,+00,-002.777202470254549
+01,+00,+007.868169927469475
+02,+00,-002.601911436638939


-01,-01,-008.192988481237286
-01,+00,-006.416897414347638
-01,+01,-005.201769058505686
+00,-01,+002.666232504950398
+00,+00,-001.323032058408298
+00,+01,+006.409582946364655
+01,-01,-001.371343755404141
+01,+00,-002.228114670852132
+01,+01,+003.875835072941409


+00,-01,+002.718603275721398
+00,+00,+000.589337886451460
+00,+01,+003.582722771218129


+00,-02,-001.098544451514358
+00,-01,-004.154410610094214
+00,+00,-004.285162777913838
+00,+01,+001.141322131655237
+00,+02,-003.247087546506577


+00,+00,-004.648533395268678


+00,-01,-006.010583314605876
+00,+00,-005.001133026739099
+00,+01,-004.082736438654956

