-08,-06,-000.553286392026828
-08,-05,-003.621555991118307
-08,-04,+003.214428472873704
-08,-03,+004.882123543030028
-08,-02,-001.038096405291925
-08,-01,-004.106213719275003
-08,+00,-001.459577552703974
-08,+01,-005.163027575140311
-08,+02,+000.303053037609135
-08,+03,-001.922045088382049
-08,+04,+003.887418213552636
-08,+05,-001.672086650537582
-08,+06,+003.096237939753990
-07,-06,+003.484430648062868
-07,-05,+004.167134444157797
-07,-04,+001.598119225501240
-07,-03,+000.548718480739648
-07,-02,+004.181199152637382
-07,-01,-003.766762246741235
-07,+00,+004.290918733805482
-07,+01,+002.600950456167494
-07,+02,+002.682973746828781
-07,+03,+004.185179393024031
-07,+04,+002.148934373583649
-07,+05,-002.550918309424602
-07,+06,+003.522593951413377
-06,-06,-002.802767351648807
-06,-05,-002.632390011391562
-06,-04,-004.549270853602583
-06,-03,+003.211620184410827
-06,-02,-004.127990484160801
-06,-01,+003.283081929801132
-06,+00,-000.010975550750093
-06,+01,+002.209413457511902
-06,+02,+000.375534326349803
-06,+03,+005.062197749264512
-06,+04,-003.863473120960131
-06,+05,-004.103565475427055
-06,+06,+002.332426219721272
-05,-06,-001.488112212247287
-05,-05,-000.465927161025608
-05,-04,-001.659439615206479
-05,-03,-004.046465323273955
-05,-02,+003.254092726643297
-05,-01,-003.637631048991419
-05,+00,+004.921376308193452
-05,+01,-005.004408536567972
-05,+02,+001.526592536333828
-05,+03,+000.711516202906133
-05,+04,-001.812290090938975
-05,+05,-000.292932215892489
-05,+06,+004.977014976462291
-04,-06,-003.004802997516087
-04,-05,-001.678983437045096
-04,-04,+002.627786283480815
-04,-03,+004.963563185509362
-04,-02,+003.218236741336404
-04,-01,+000.456711025503332
-04,+00,-000.032316525718609
-04,+01,+004.840916413285181
-04,+02,-005.058457061614796
-04,+03,+001.194827305749184
-04,+04,+000.608915850987621
-04,+05,+001.799599095720267
-04,+06,+002.393570869324988
-03,-06,+001.058299046950842
-03,-05,-004.014665828194866
-03,-04,-002.933238696819900
-03,-03,-002.853491570250771
-03,-02,+002.332351186534607
-03,-01,+003.186605198422046
-03,+00,-001.581150189739591
