
-04,-04,-008.899824900983209
-04,-03,-007.460953778350498
-04,-02,+000.433626464337336
-04,-01,-001.703566239001123
-04,+00,+003.255705462278889
-04,+01,-006.865574194636822
-04,+02,+007.190758246204870
-04,+03,-003.276587957424702
-04,+04,-001.724250219543241
-03,-04,-007.051111448288010
-03,-03,+004.360764654258188
-03,-02,+007.977976373991344
-03,-01,+004.157834375158690
-03,+00,+005.421995834321621
-03,+01,+005.080498559133514
-03,+02,-006.406144725308412
-03,+03,+007.888310033481710
-03,+04,-002.351642937515082
-02,-04,+006.600126280535725
-02,-03,-003.623899125301848
-02,-02,-000.788385428314529
-02,-01,-000.190697529256712
-02,+00,-000.122086991307919
-02,+01,-006.284629589849398
-02,+02,-006.414964932839716
-02,+03,-005.133519651933256
-02,+04,-000.827621046775103
-01,-04,-003.163556377686545
-01,-03,-001.892187742331602
-01,-02,+004.059906839029107
-01,-01,+008.614549321679068
-01,+00,+003.549369472357512
-01,+01,-001.873210593863060
-01,+02,+005.980555858994189
-01,+03,-002.706168060926036
-01,+04,-001.755002212211674
+00,-04,+005.019717043811483
+00,-03,-001.121518573895215
+00,-02,+003.842720526973192
+00,-01,-007.469423409613576
+00,+00,-001.681087311200577
+00,+01,+000.513717160086758
+00,+02,+000.312697338914344
+00,+03,+008.681201655618970
+00,+04,+006.268399873922577
+01,-04,+008.581581672975945
+01,-03,+008.638829150661365
+01,-02,+004.575159379911974
+01,-01,+001.719852539297221
+01,+00,-005.579866145940445
+01,+01,-007.344729121871945
+01,+02,-006.372152418021068
+01,+03,-008.277742042060023
+01,+04,+006.568766141875912
+02,-04,+006.905813417562729
+02,-03,+006.021017244878939
+02,-02,+003.071620452528813
+02,-01,-001.275239757603636
+02,+00,+007.930660045317753
+02,+01,-007.251593943236086
+02,+02,-005.191545191179214
+02,+03,+008.921510827533726
+02,+04,-001.574234415391957
+03,-04,-008.591472168272263
+03,-03,-006.229193821029730
+03,-02,-000.653879156468235
+03,-01,+008.053106595608860
+03,+00,+008.586458509936531
+03,+01,-004.069660450710415
+03,+02,-000.144975520301938
+03,+03,+005.671157991544127
+03,+04,+006.480144142744686
+04,-04,+000.698868518428371
+04,-03,-006.251983441256970
+04,-02,-001.450273885471433
+04,-01,+000.286013650408942
+04,+00,-002.294825103824071
+04,+01,-008.166490555974491
+04,+02,+005.082167416706210
+04,+03,-002.323121695880237
+04,+04,+000.725013910147162


+00,-01,+004.917244852949196
+00,+00,-002.439059845393400
+00,+01,-007.892930848894962


-02,-04,-000.972736545987899
-02,-03,-006.884524707937588
-02,-02,+006.490490855566870
-02,-01,-001.263938679312078
-02,+00,-002.427294232647321
-02,+01,-006.805034402153469
-02,+02,-001.075365323926726
-02,+03,+003.955069198760313
-02,+04,-001.464080923481367
-01,-04,+005.614184876814765
-01,-03,+001.198138956822042
-01,-02,-008.414553459706770
-01,-01,+008.654711553400467
-01,+00,+007.681211258136834
-01,+01,+004.171762224398066
-01,+02,+007.349492786721791
-01,+03,+004.784104464521673
-01,+04,+005.343046380945685
+00,-04,-006.087173777532679
