
-01,+00,-006.336621462601451
+00,+00,-001.355693738989800
+01,+00,-002.646873959865496


-01,+00,+008.401393865466224
+00,+00,+006.891753495176717
+01,+00,+003.531099863210306


-01,-02,+004.985309723124769
-01,-01,-004.317937937221823
-01,+00,-005.954969780057765
-01,+01,-001.992703682910588
-01,+02,-006.521019796322638
+00,-02,-001.890223822755659
+00,-01,-003.986571919400734
+00,+00,+002.968393372150107
+00,+01,+004.835653681631045
+00,+02,+000.598898230158050
+01,-02,-001.464498563148712
+01,-01,-005.926214535992429
+01,+00,-007.357472441556182
+01,+01,+005.743756638111181
+01,+02,+006.851683915779164


-02,-01,+006.859038543547382
-02,+00,-003.153284552944346
-02,+01,-000.381615753728536
-01,-01,-006.911959245048727
-01,+00,+001.220232494353742
-01,+01,-000.460774683953770
+00,-01,+008.208784629613683
+00,+00,-006.821894589470965
+00,+01,-003.820323149838104
+01,-01,-002.478053463688941
+01,+00,-000.627200543256002
+01,+01,-003.965905786117737
+02,-01,-000.249070377577728
+02,+00,-004.901380679238833
+02,+01,+004.631778032193484


-01,-01,+008.259397069664232
-01,+00,-001.867267293226439
-01,+01,-003.602171510882383
+00,-01,+004.736809979409867
+00,+00,+001.947400327317085
+00,+01,+004.520891248481343
+01,-01,-000.702382039234019
+01,+00,+004.407008085021253
+01,+01,+008.926773669082646


+00,+00,-003.093366622305589


-02,-01,+003.057717151894383
-02,+00,-006.255044876930776
-02,+01,+006.332830972480517
-01,-01,-006.346557833251032
-01,+00,+005.125358554023697
-01,+01,+006.721606916469607
+00,-01,-001.186826869922444
+00,+00,+001.466781613314773
+00,+01,-002.207338602231979
+01,-01,+007.879216235888132
+01,+00,-001.002607479188996
+01,+01,+008.989547175711762
+02,-01,+005.901822524817957
+02,+00,-002.027200386795615
+02,+01,+001.244455371872174


-02,+00,+001.106995270364223
-01,+00,+000.346629358593809
+00,+00,-006.483047631053433
+01,+00,+005.548808018932220
+02,+00,-006.683369232546900


+00,+00,+007.090932504597871


-02,+00,-003.943918471170365
-01,+00,-005.609653640613303
+00,+00,+000.002994839911351
+01,+00,-005.860220196345470
+02,+00,+008.219228858855255

